item,category,cost,fling_power,fling_effect,flavor_text,name
i_0fbabc1b,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★UMa4554
i_8ba30cd7,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★UMa4069
i_4a3e3508,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★UMa3569
i_66ed215a,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★UMa3323
i_994ebad4,51.0,15000.0,50.0,,One of the many ingredients that can be used forcooking at your camp. A mysterious spice. Even a tinysprinkle is sure to make a curry gigantic.,Gigantamix
i_998d0550,3.0,80.0,10.0,3.0,A Berry to be consumed by Pokémon. If a Pokémonholds one it can restore its own HP by 10 pointsduring battle.,Oran Berry
i_ceee5cff,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Cyg7528
i_a7d18b0e,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Oct7228
i_fc1002d6,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Col1956
i_d12c8200,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Col2040
i_2cde162e,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Cyg7417
i_cb444187,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Cyg7796
i_371c3d6b,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Cyg8301
i_db927326,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Cyg7949
i_6d4240ca,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Col2177
i_c77dcd14,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Gem2990
i_2cc8e8bc,42.0,200.0,,,"A gem with a draconic essence. When held, itstrengthens the power of a Dragon-type moveone time.",Dragon Gem
i_a968488e,22.0,0.0,,,This pass serves as an ID card for gaining accessto the Power Plant that lies along Route 13.,Power Plant Pass
i_6b1af672,37.0,6000.0,10.0,,A powerful low kick that makes the target fall over.The heavier the target the greater the moves power.,TR07
i_3687b4f6,37.0,1000.0,,,The user flies up into the sky and then strikes its targeton the next turn.,TM06
i_40f0e023,23.0,0.0,,,It converts Z-Power into crystals that upgradeMarshadow’s Spectral Thief to anexclusive Z-Move.,Marshadium Z
i_3eac5bf2,23.0,0.0,,,It converts Z-Power into crystals that upgrade thetapu’s Nature’s Madness to an exclusive Z-Move.,Tapunium Z
i_49638a87,23.0,0.0,,,It converts Z-Power into crystals that upgradeSnorlax’s Giga Impact to an exclusive Z-Move.,Snorlium Z
i_95593b9c,23.0,0.0,,,It converts Z-Power into crystals that upgradeAlolan Raichu’s Thunderbolt to an exclusive Z-Move.,Aloraichium Z
i_9ea4187f,23.0,0.0,,,It converts Z-Power into crystals that upgradeMew’s Psychic to an exclusive Z-Move.,Mewnium Z
i_5f804832,23.0,0.0,,,It converts Z-Power into crystals that upgradeEevee’s Last Resort to an exclusive Z-Move.,Eevium Z
i_b2ca0355,23.0,0.0,,,This is a crystallized form of Z-Power.It upgrades Solgaleo’s Sunsteel Strike to a Z-Move.,Solganium Z
i_7e750386,23.0,0.0,,,It converts Z-Power into crystals that upgradea Thunderbolt by Pikachu in a cap to anexclusive Z-Move.,Pikashunium Z
i_ade7eeb6,23.0,0.0,,,This is a crystallized form of Z-Power.It upgrades Necrozma’s Photon Geyser toa Z-Move.,Ultranecrozium Z
i_e4afc8de,23.0,0.0,,,This is a crystallized form of Z-Power.It upgrades Lunala’s Moongeist Beam to a Z-Move.,Lunalium Z
i_626d2a80,17.0,1000.0,90.0,,An item to be held by a Pokémon. Its a stone tabletthat boosts the power of Bug-type moves.,Insect Plate
i_4a59a7db,,1000.0,90.0,,An item to be held by a Pokémon. Its a stone tabletthat boosts the power of Bug-type moves.,Insect Plate
i_90c72d8e,22.0,0.0,,,Cords that shine when you hold them up to the light.The people of old times presented these to the King ofBountiful Harvests to express their gratitude.,Reins of Unity
i_2c61e079,,0.0,,,A rather chic-looking case for carryingcontact lenses.,Lens Case
i_344d242b,22.0,0.0,,,"Mane hair that belonged to the King of BountifulHarvests’ beloved steed, Glastrier. The hair is strongand very flexible.",White Mane Hair
i_4032d99f,22.0,0.0,,,A single petal that the King of Bountiful Harvestsgave you. It radiates faint light.,Radiant Petal
i_c7d8e95e,22.0,0.0,,,Produce that the King of Bountiful Harvests’ belovedsteed likes to eat. It grew in a field covered in snow.,Iceroot Carrot
i_dafc9dea,22.0,0.0,,,"Mane hair that belonged to the King of BountifulHarvests’ beloved steed, Spectrier. The hair is verysmooth to the touch.",Black Mane Hair
i_7da97cbc,9.0,20.0,30.0,,Mysterious ore that can be obtained in the Max Lair.Something good will happen if you give it to acollector in the Crown Tundra.,Dynite Ore
i_8bf6e50e,22.0,0.0,,,Produce that the King of Bountiful Harvests’ belovedsteed likes to eat. It grew in a gloomy field.,Shaderoot Carrot
i_e3790fce,26.0,20.0,,,A patch that allows a Pokémon with a regular Abilityto have a rare Ability.,Ability Patch
i_9e4e8045,22.0,20.0,,,Seeds to plant in a field. The kind of carrot you’ll get isdetermined by which field you plant the seeds in.,Carrot Seeds
i_8613f2ae,,0.0,,,,Pokéblock Case
i_6d3dbc28,21.0,0.0,,,,Pokéblock Case
i_93811644,51.0,400.0,10.0,,One of the many ingredients that can be used forcooking at your camp. The chewy texture of themushrooms transforms any dish theyre added to.,Mixed Mushrooms
i_c0c4b257,18.0,1000.0,90.0,,An item to be held by Cubone or Marowak. Its ahard bone of some sort that boosts theAttack stat.,Thick Club
i_12588f58,51.0,150.0,10.0,,One of the many ingredients that can be used forcooking at your camp. An indispensable tool formopping up that extra curry left on your plate.,Bread
i_b1c8c2fe,41.0,0.0,,,It holds Pokéathlon records. It is a card that showshow many times your Pokémon tackled inthe Pokéathlon.,Data Card 14
i_22a1771a,41.0,0.0,,,It holds Pokéathlon records. It is a card that showshow many times your Pokémonimpeded themselves.,Data Card 13
i_636703c9,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Lep1865
i_cb898241,41.0,0.0,,,It holds Pokéathlon records. It is a card that showshow many times you won the Pokéathlon’sRelay Run.,Data Card 06
i_5808fd05,41.0,0.0,,,It holds Pokéathlon records. It is a card that showshow many times you won the Pokéathlon’sHurdle Dash.,Data Card 05
i_190131b2,41.0,0.0,,,It holds Pokéathlon records. It is a card that showshow many times you won the Pokéathlon’sBlock Smash.,Data Card 08
i_886930ee,41.0,0.0,,,It holds Pokéathlon records. It is a card that showshow many times you won the Pokéathlon’sPennant Capture.,Data Card 07
i_f122a69c,41.0,0.0,,,It holds Pokéathlon records. It is a card that showshow many times you won the Pokéathlon’sSnow Throw.,Data Card 10
i_994ae270,41.0,0.0,,,It holds Pokéathlon records. It is a card that showshow many times you won the Pokéathlon’sDisc Catch.,Data Card 09
i_5706d042,41.0,0.0,,,It holds Pokéathlon records. It is a card that showshow many times your Pokémon failed inthe Pokéathlon.,Data Card 12
i_0277b64e,41.0,0.0,,,It holds Pokéathlon records. It is a card that showshow many points your Pokémon scored inthe Pokéathlon.,Data Card 11
i_ba802893,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,And337
i_ad3259ee,37.0,1000.0,,,The user slashes with a sharp claw made fromshadows. Critical hits land more easily.,TM65
i_bc6e9ced,37.0,1000.0,,,The power of this attack move is doubled if the userhas been hurt by the target in the same turn.,TM64
i_a59d4f31,46.0,0.0,,,This is a crystallized form of Z-Power.It upgrades Water-type moves to Z-Moves.,Waterium Z
i_46a52867,46.0,0.0,,,This is a crystallized form of Z-Power.It upgrades Fire-type moves to Z-Moves.,Firium Z
i_e53e928f,37.0,100000.0,,,The user flings its held item at the target to attack.This move’s power and effects depend on the item.,TM59
i_6b2d23b8,21.0,0.0,,,A stone filled with an unexplained power. It makesPokémon that battle with a Mega StoneMega Evolve.,Key Stone
i_8fb39004,46.0,0.0,,,This is a crystallized form of Z-Power.It upgrades Normal-type moves to Z-Moves.,Normalium Z
i_2267c418,21.0,0.0,,,A flute that can be used to summon Latios or Latiasno matter where you are.,Eon Flute
i_697d7422,44.0,0.0,80.0,,"One of a variety of mysterious Mega Stones.Have Beedrill hold it, and this stone will enable itto Mega Evolve during battle.",Beedrillite
i_7903d294,44.0,0.0,80.0,,"One of a variety of mysterious Mega Stones.Have Salamence hold it, and this stone will enable itto Mega Evolve during battle.",Salamencite
i_5a959d3a,37.0,30000.0,,,The user employs its psychic power to switchchanges to its Defense and Sp. Def stats withthe target.,TM61
i_675b4990,37.0,30000.0,,,The user employs its psychic power to switchchanges to its Attack and Sp. Atk stats withthe target.,TM60
i_58d232ba,25.0,50.0,,,Stationery designed to make it easier to write aboutyour favorite things. Have a Pokémon hold itfor delivery.,Favored Mail
i_d1ef985b,25.0,50.0,,,Stationery designed to be easy to use when writingsomeone for the first time. Have a Pokémon hold itfor delivery.,Greet Mail
i_145a509a,18.0,0.0,70.0,,A cassette to be held by Genesect. It changesGenesect’s Techno Blast move so it becomesFire type.,Burn Drive
i_2cc49559,18.0,0.0,70.0,,A cassette to be held by Genesect. It changesGenesect’s Techno Blast move so it becomesElectric type.,Shock Drive
i_b838dc8c,27.0,3000.0,30.0,,A piece of cloyingly sweet chocolate.It can be used to restore 20 HP to a single Pokémon.,Sweet Heart
i_67ce20b1,18.0,0.0,70.0,,A cassette to be held by Genesect. It changesGenesect’s Techno Blast move so it becomesIce type.,Chill Drive
i_ee587d59,22.0,0.0,,,,Magma Emblem
i_d569ea5f,22.0,0.0,,,,Sapphire
i_6cd9e44b,18.0,0.0,70.0,,A cassette to be held by Genesect. It changesGenesect’s Techno Blast move so it becomesWater type.,Douse Drive
i_bf47f7d2,20.0,0.0,,,,Old Sea Map
i_233f8f34,37.0,1000.0,,,The user strikes everything around it by stompingdown on the ground. This lowers the Speed stats ofthose hit.,TM81
i_7001f3da,37.0,1000.0,,,"After making its attack, the user rushes back toswitch places with a party Pokémon in waiting.",TM80
i_dc94bc40,37.0,100000.0,,,The user cuts its target with sharp shells. This mayalso lower the target’s Defense stat.,TM83
i_e3270dfd,37.0,1000.0,,,The user attacks and captures opposing Pokémonusing an electric net. This lowers their Speed stats.,TM82
i_fb463d83,37.0,1000.0,,,This relentless attack does massive damage to atarget affected by status conditions.,TM77
i_27fdd81b,37.0,10000.0,,,The user attacks the target with a song. Others canjoin in the Round to increase the power ofthe attack.,TM76
i_db504250,37.0,1000.0,,,"The user gets revenge for a fainted ally. If an allyfainted in the previous turn, this move’s poweris increased.",TM79
i_7577f56f,37.0,1000.0,,,"The user nimbly strikes the target. If the user is notholding an item, this attack inflicts massive damage.",TM78
i_1ee24935,37.0,1000.0,,,"The user yells as if it’s ranting about something,which lowers the Sp. Atk stats of opposing Pokémon.",TM85
i_f985cd1d,37.0,1000.0,,,The user attacks by striking the target with its hardtail. It hits the target two to five times in a row.,TM84
i_6c4a62e8,,20.0,10.0,,When a Pokémon smells this mint its Attack will growmore easily but its Defense will grow more slowly.,Lonely Mint
i_777cef2e,50.0,20.0,10.0,,When a Pokémon smells this mint its Attack will growmore easily but its Defense will grow more slowly.,Lonely Mint
i_190e61cf,37.0,1000.0,,,Numerous coins are hurled at the target to inflictdamage. Money is earned after the battle.,TM02
i_a161fb8a,37.0,1000.0,,,Numerous coins are hurled at the target to inflictdamage. Money is earned after the battle.,TM02
i_ff2ca526,,1000.0,,,The user swings its tough tail wildly and attacksopposing Pokémon. This also lowers their Attack stats.,TM99
i_5e60e3fa,47.0,20.0,,,"A candy that is packed with energy. When given tocertain Pokémon, it will increase all their stats at once.",Sandshrew Candy
i_cd3fe065,44.0,0.0,80.0,,"One of a variety of mysterious Mega Stones.Have Scizor hold it, and this stone will enable it toMega Evolve during battle.",Scizorite
i_c28939a4,44.0,0.0,80.0,,"One of a variety of mysterious Mega Stones.Have Tyranitar hold it, and this stone will enable itto Mega Evolve during battle.",Tyranitarite
i_d2e86787,23.0,0.0,,,This is a crystallized form of Z-Power.It upgrades Lycanroc’s Stone Edge to a Z-Move.,Lycanium Z
i_bc1d7c5b,44.0,0.0,80.0,,"One of a variety of mysterious Mega Stones.Have Mewtwo hold it, and this stone will enable itto Mega Evolve during battle.",Mewtwonite X
i_fe56e163,44.0,0.0,80.0,,"One of a variety of mysterious Mega Stones.Have Blastoise hold it, and this stone will enable itto Mega Evolve during battle.",Blastoisinite
i_ba36a088,44.0,0.0,80.0,,"One of a variety of mysterious Mega Stones.Have Blaziken hold it, and this stone will enable itto Mega Evolve during battle.",Blazikenite
i_f41afd51,44.0,0.0,80.0,,"One of a variety of mysterious Mega Stones.Have Mewtwo hold it, and this stone will enable itto Mega Evolve during battle.",Mewtwonite Y
i_4d843fff,44.0,0.0,80.0,,"One of a variety of mysterious Mega Stones.Have Houndoom hold it, and this stone will enable itto Mega Evolve during battle.",Houndoominite
i_2c9162d0,44.0,0.0,80.0,,"One of a variety of mysterious Mega Stones.Have Medicham hold it, and this stone will enable itto Mega Evolve during battle.",Medichamite
i_3e93c570,44.0,0.0,80.0,,"One of a variety of mysterious Mega Stones.Have Banette hold it, and this stone will enable it toMega Evolve during battle.",Banettite
i_43919ff8,44.0,0.0,80.0,,"One of a variety of mysterious Mega Stones.Have Aggron hold it, and this stone will enable it toMega Evolve during battle.",Aggronite
i_ee3b60df,1.0,2000.0,30.0,,An item that sharply boosts the Defense stat of aPokémon during a battle. It wears off once thePokémon is withdrawn.,X Defense
i_7ef8299f,1.0,1000.0,30.0,,An item that sharply boosts the Speed stat of aPokémon during a battle. It wears off once thePokémon is withdrawn.,X Speed
i_4ec4044a,,20.0,10.0,,When a Pokémon smells this mint its Sp. Atk will growmore easily but its Speed will grow more slowly.,Quiet Mint
i_0ca4548a,50.0,20.0,10.0,,When a Pokémon smells this mint its Sp. Atk will growmore easily but its Speed will grow more slowly.,Quiet Mint
i_77de47de,26.0,10000.0,30.0,,"A nutritious drink for Pokémon. When consumed,it raises the Sp. Def base points of a single Pokémon.",Zinc
i_1098bbe3,26.0,10000.0,30.0,,A medicine that optimally raises the max PP of a singleselected move that has been learned by a Pokémon.,PP Max
